class,cap_shape,cap_color,odor,gill_spacing,gill_size,gill_color,stalk_color,spore_color
0,flat,gray,none,close,broad,purple,gray,brown
0,flat,brown,none,close,broad,purple,white,brown
1,convex,gray,creosote,crowded,narrow,gray,white,brown
0,flat,red,none,close,broad,pink,gray,black
1,convex,white,creosote,close,narrow,brown,white,brown
0,flat,brown,none,close,broad,white,gray,black
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
0,flat,gray,none,close,broad,brown,gray,black
1,convex,gray,foul,close,broad,gray,buff,chocolate
0,flat,gray,none,close,broad,pink,white,brown
1,convex,gray,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
0,flat,red,none,close,broad,brown,white,black
0,flat,gray,none,close,broad,white,gray,black
1,convex,white,creosote,close,narrow,pink,white,brown
0,flat,gray,none,close,broad,brown,white,brown
1,convex,gray,foul,close,broad,pink,pink,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,convex,white,creosote,crowded,narrow,gray,white,brown
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,gray,brown,chocolate
0,flat,gray,none,close,broad,brown,gray,black
1,convex,gray,foul,close,broad,gray,brown,chocolate
1,flat,yellow,foul,close,broad,pink,buff,chocolate
1,flat,yellow,foul,close,broad,gray,buff,chocolate
0,convex,gray,none,close,broad,white,white,black
0,flat,brown,none,close,broad,brown,gray,brown
0,flat,red,none,close,broad,brown,pink,brown
1,convex,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
0,flat,red,none,close,broad,white,white,black
1,flat,gray,foul,close,broad,pink,buff,chocolate
0,flat,red,none,close,broad,brown,white,black
0,flat,gray,none,close,broad,pink,white,black
0,flat,gray,none,close,broad,white,pink,brown
1,convex,gray,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,flat,yellow,foul,close,broad,chocolate,brown,chocolate
0,flat,red,none,close,broad,pink,pink,brown
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,yellow,foul,close,broad,gray,pink,chocolate
1,flat,yellow,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
1,convex,pink,creosote,close,narrow,gray,white,brown
1,convex,yellow,foul,close,broad,pink,brown,chocolate
0,flat,red,none,close,broad,purple,gray,black
0,flat,red,none,close,broad,brown,pink,black
1,convex,pink,creosote,close,narrow,brown,white,brown
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
0,convex,gray,none,close,broad,pink,pink,black
0,flat,red,none,close,broad,pink,gray,brown
1,flat,gray,foul,close,broad,pink,buff,chocolate
0,flat,gray,none,close,broad,purple,gray,brown
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
0,flat,red,none,close,broad,pink,gray,brown
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,gray,buff,chocolate
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,convex,pink,creosote,crowded,narrow,brown,white,brown
1,convex,gray,creosote,close,narrow,gray,white,black
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,convex,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
0,flat,gray,none,close,broad,purple,white,brown
1,convex,gray,foul,close,broad,white,white,chocolate
1,convex,yellow,foul,close,broad,gray,buff,chocolate
0,flat,gray,none,close,broad,white,pink,black
1,flat,yellow,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,yellow,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
1,convex,yellow,foul,close,broad,pink,brown,chocolate
1,convex,white,creosote,close,narrow,gray,white,black
1,convex,gray,foul,close,broad,gray,brown,chocolate
1,convex,gray,foul,close,broad,pink,buff,chocolate
0,flat,brown,none,close,broad,purple,pink,brown
0,flat,gray,none,close,broad,white,white,black
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,convex,pink,creosote,close,narrow,purple,white,brown
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
1,convex,white,creosote,close,narrow,purple,white,black
0,flat,red,none,close,broad,white,pink,brown
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,convex,pink,creosote,crowded,narrow,pink,white,black
1,flat,white,foul,close,broad,pink,white,chocolate
1,convex,yellow,foul,close,broad,pink,brown,chocolate
0,convex,buff,none,close,broad,red,white,white
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
1,flat,yellow,foul,close,broad,chocolate,pink,chocolate
0,flat,gray,none,close,broad,purple,gray,brown
1,convex,yellow,foul,close,broad,chocolate,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,convex,gray,creosote,crowded,narrow,purple,white,brown
1,convex,gray,creosote,close,narrow,purple,white,brown
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,convex,gray,foul,close,broad,chocolate,white,chocolate
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
0,flat,gray,none,close,broad,brown,gray,black
1,flat,yellow,foul,close,broad,pink,buff,chocolate
0,flat,red,none,close,broad,pink,pink,black
1,flat,gray,foul,close,broad,pink,buff,chocolate
0,flat,brown,none,close,broad,brown,white,black
0,flat,red,none,close,broad,white,pink,black
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,pink,chocolate
0,flat,red,none,close,broad,white,gray,brown
1,flat,gray,foul,close,broad,pink,buff,chocolate
0,flat,gray,none,close,broad,white,pink,black
0,flat,red,none,close,broad,white,gray,black
0,flat,red,none,close,broad,white,gray,brown
1,flat,gray,foul,close,broad,gray,brown,chocolate
0,convex,red,none,close,broad,purple,pink,black
1,flat,gray,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,convex,yellow,foul,close,broad,pink,brown,chocolate
0,convex,gray,none,close,broad,purple,gray,brown
0,convex,gray,none,close,broad,purple,white,brown
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,flat,yellow,foul,close,broad,chocolate,pink,chocolate
1,convex,gray,foul,close,broad,pink,buff,chocolate
1,convex,red,fishy,close,narrow,buff,white,white
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,convex,gray,creosote,crowded,narrow,purple,white,brown
1,flat,gray,foul,close,broad,pink,buff,chocolate
1,flat,buff,foul,close,broad,pink,white,chocolate
1,convex,gray,foul,close,broad,pink,pink,chocolate
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,convex,white,creosote,crowded,narrow,purple,white,black
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
0,flat,red,none,close,broad,white,pink,black
1,convex,gray,foul,close,broad,chocolate,pink,chocolate
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
0,flat,gray,none,close,broad,purple,white,black
1,convex,gray,foul,close,broad,pink,pink,chocolate
0,flat,brown,none,close,broad,purple,pink,brown
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,convex,white,creosote,crowded,narrow,purple,white,black
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
0,flat,brown,none,close,broad,pink,white,black
1,convex,white,creosote,close,narrow,purple,white,black
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,pink,brown,chocolate
1,convex,pink,creosote,crowded,narrow,purple,white,brown
1,flat,yellow,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
0,flat,red,none,close,broad,pink,gray,black
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,flat,yellow,foul,close,broad,gray,pink,chocolate
1,convex,gray,creosote,close,narrow,gray,white,brown
1,convex,pink,creosote,crowded,narrow,purple,white,black
0,convex,red,none,close,broad,brown,pink,brown
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
0,flat,brown,none,close,broad,brown,white,brown
0,flat,red,none,close,broad,pink,white,black
1,flat,yellow,foul,close,broad,pink,pink,chocolate
1,convex,yellow,foul,close,broad,pink,brown,chocolate
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,flat,yellow,foul,close,broad,gray,brown,chocolate
0,flat,gray,none,close,broad,white,pink,brown
1,convex,gray,foul,close,broad,pink,pink,chocolate
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,pink,brown,chocolate
0,flat,red,none,close,broad,purple,gray,brown
0,flat,brown,none,close,broad,pink,gray,brown
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
0,flat,purple,none,close,narrow,chocolate,white,chocolate
0,flat,brown,none,close,broad,purple,white,brown
1,flat,yellow,foul,close,broad,pink,pink,chocolate
1,flat,yellow,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,pink,pink,chocolate
1,flat,yellow,foul,close,broad,gray,buff,chocolate
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
0,convex,gray,none,close,broad,purple,gray,brown
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
0,flat,red,none,close,broad,pink,gray,brown
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
0,flat,brown,none,close,broad,brown,white,brown
0,flat,gray,none,close,broad,white,gray,black
1,flat,gray,foul,close,broad,pink,pink,chocolate
0,convex,red,none,close,broad,white,pink,black
0,flat,red,none,close,broad,pink,white,brown
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
1,convex,white,creosote,close,narrow,purple,white,black
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,convex,red,fishy,close,narrow,buff,pink,white
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
0,flat,gray,none,close,broad,purple,pink,brown
1,convex,brown,foul,close,narrow,buff,pink,white
0,flat,red,none,close,broad,brown,gray,brown
1,bell,buff,none,close,broad,gray,white,green
0,flat,gray,none,close,broad,white,gray,black
1,flat,gray,foul,close,broad,pink,brown,chocolate
0,flat,gray,none,close,broad,white,gray,black
1,flat,yellow,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,gray,pink,chocolate
0,flat,red,none,close,broad,purple,white,brown
1,convex,gray,foul,close,broad,pink,pink,chocolate
1,flat,yellow,foul,close,broad,gray,buff,chocolate
1,convex,yellow,foul,close,broad,gray,brown,chocolate
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,flat,yellow,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
1,convex,gray,foul,close,broad,pink,buff,chocolate
0,flat,red,none,close,broad,purple,gray,black
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,flat,yellow,foul,close,broad,chocolate,pink,chocolate
0,flat,brown,none,close,broad,purple,pink,black
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,convex,yellow,foul,close,broad,chocolate,pink,chocolate
0,flat,brown,none,close,broad,pink,pink,black
1,flat,gray,foul,close,broad,pink,pink,chocolate
0,flat,red,none,close,broad,pink,gray,black
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,convex,gray,creosote,close,narrow,gray,white,black
0,flat,gray,none,close,broad,white,pink,black
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
0,flat,brown,none,close,broad,white,white,black
1,convex,yellow,foul,close,broad,pink,brown,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
0,flat,red,none,close,broad,white,gray,brown
0,flat,red,none,close,broad,white,gray,black
1,flat,gray,foul,close,broad,pink,white,chocolate
1,convex,gray,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,gray,buff,chocolate
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
0,flat,red,none,close,broad,white,white,brown
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
1,convex,gray,foul,close,broad,pink,buff,chocolate
0,flat,red,none,close,broad,pink,pink,brown
0,flat,red,none,close,broad,pink,white,brown
0,flat,red,none,close,broad,brown,pink,brown
1,flat,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
0,flat,brown,none,close,broad,purple,pink,black
1,convex,gray,foul,close,broad,gray,buff,chocolate
0,flat,gray,none,close,broad,purple,white,brown
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,convex,yellow,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,pink,pink,chocolate
0,flat,cinnamon,none,crowded,narrow,white,brown,white
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,pink,buff,chocolate
1,convex,buff,foul,close,broad,white,white,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
1,convex,gray,foul,close,broad,pink,pink,chocolate
1,flat,yellow,foul,close,broad,gray,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,gray,pink,chocolate
0,flat,gray,none,close,broad,white,white,black
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
0,flat,red,none,close,broad,purple,pink,black
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,convex,yellow,foul,close,broad,gray,brown,chocolate
0,flat,gray,none,close,broad,white,white,black
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,gray,pink,chocolate
0,flat,brown,none,close,broad,pink,white,brown
0,flat,gray,none,close,broad,purple,gray,brown
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,flat,buff,foul,close,broad,white,white,chocolate
0,flat,red,none,close,broad,purple,pink,brown
1,convex,brown,fishy,close,narrow,buff,pink,white
0,convex,gray,none,close,broad,brown,white,brown
1,convex,gray,creosote,crowded,narrow,brown,white,black
1,convex,pink,creosote,crowded,narrow,brown,white,brown
1,convex,brown,fishy,close,narrow,buff,white,white
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,white,white,chocolate
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,flat,yellow,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,white,chocolate
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,pink,buff,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
1,flat,yellow,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,convex,gray,foul,close,broad,pink,buff,chocolate
0,flat,red,none,close,broad,pink,white,brown
1,flat,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,flat,white,foul,close,broad,pink,white,chocolate
1,flat,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,pink,buff,chocolate
1,flat,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,convex,white,foul,close,broad,chocolate,white,chocolate
1,flat,gray,foul,close,broad,pink,buff,chocolate
1,convex,buff,foul,close,broad,pink,white,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,convex,yellow,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
0,flat,gray,none,close,broad,purple,gray,brown
1,flat,yellow,foul,close,broad,chocolate,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
1,flat,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,yellow,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,convex,pink,creosote,close,narrow,pink,white,black
1,convex,yellow,foul,close,broad,gray,brown,chocolate
1,convex,yellow,foul,close,broad,gray,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,pink,chocolate
1,convex,gray,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
0,knobbed,brown,none,crowded,narrow,white,brown,white
1,flat,gray,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,yellow,foul,close,broad,pink,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
1,convex,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,yellow,foul,close,broad,pink,pink,chocolate
0,flat,pink,none,close,broad,red,white,white
1,flat,yellow,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,pink,buff,chocolate
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
0,knobbed,pink,none,close,broad,red,red,white
1,convex,yellow,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,pink,brown,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,gray,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,pink,buff,chocolate
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,flat,yellow,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
0,flat,gray,none,close,broad,white,white,brown
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,convex,yellow,foul,close,broad,gray,buff,chocolate
1,flat,yellow,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,gray,brown,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,pink,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,pink,buff,chocolate
0,convex,green,none,close,narrow,pink,white,chocolate
1,flat,yellow,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,convex,brown,spicy,close,narrow,buff,white,white
1,flat,yellow,foul,close,broad,chocolate,brown,chocolate
1,knobbed,brown,none,close,narrow,white,brown,white
1,flat,yellow,foul,close,broad,pink,pink,chocolate
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,convex,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,convex,gray,foul,close,broad,gray,pink,chocolate
1,convex,gray,foul,close,broad,gray,buff,chocolate
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,convex,gray,foul,close,broad,gray,brown,chocolate
0,flat,red,none,close,broad,white,pink,black
1,flat,yellow,foul,close,broad,chocolate,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,pink,chocolate
1,flat,yellow,foul,close,broad,gray,brown,chocolate
1,convex,yellow,foul,close,broad,pink,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,flat,buff,foul,close,broad,white,white,chocolate
1,convex,gray,foul,close,broad,pink,buff,chocolate
1,convex,yellow,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
1,flat,yellow,foul,close,broad,pink,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
1,convex,gray,foul,close,broad,pink,brown,chocolate
0,convex,red,none,close,broad,red,red,white
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,flat,yellow,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
1,convex,yellow,foul,close,broad,gray,pink,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
1,bell,white,none,crowded,narrow,white,white,white
1,flat,buff,foul,close,broad,chocolate,white,chocolate
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,gray,buff,chocolate
1,flat,gray,foul,close,broad,gray,pink,chocolate
1,flat,yellow,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,pink,chocolate
1,convex,yellow,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,pink,pink,chocolate
1,convex,white,foul,close,broad,white,white,chocolate
0,flat,gray,none,close,broad,brown,pink,brown
1,convex,brown,fishy,close,narrow,buff,pink,white
1,flat,gray,foul,close,broad,pink,pink,chocolate
1,flat,gray,foul,close,broad,gray,brown,chocolate
0,flat,red,none,close,broad,brown,gray,black
0,convex,buff,none,close,broad,red,red,white
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,convex,yellow,foul,close,broad,gray,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,buff,chocolate
1,convex,yellow,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,pink,buff,chocolate
1,convex,gray,foul,close,broad,pink,brown,chocolate
1,flat,yellow,foul,close,broad,pink,buff,chocolate
1,convex,gray,foul,close,broad,chocolate,pink,chocolate
1,convex,yellow,foul,close,broad,gray,brown,chocolate
1,flat,gray,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
1,convex,gray,foul,close,broad,gray,buff,chocolate
1,flat,gray,foul,close,broad,chocolate,pink,chocolate
1,flat,gray,foul,close,broad,pink,brown,chocolate
0,convex,purple,none,close,narrow,chocolate,white,chocolate
1,convex,gray,foul,close,broad,gray,brown,chocolate
1,flat,yellow,foul,close,broad,gray,pink,chocolate
1,flat,yellow,foul,close,broad,chocolate,brown,chocolate
1,convex,yellow,foul,close,broad,chocolate,brown,chocolate
1,flat,yellow,foul,close,broad,chocolate,buff,chocolate
